text,duration,question,answer,speech_path,whisper_transcription
pride after satisfaction uplifted him like long slow waves,5.1750625,What effect did pride have on him?,Pride uplifted him like long slow waves after satisfaction.,LibriSpeech/test-clean/1089/134691/1089-134691-0004.wav,
whose feet are as the feet of harts and underneath the everlasting arms,5.36,Whose feet are being described as similar to the feet of harts and beneath the everlasting arms?,Whose feet are as the feet of harts and underneath the everlasting arms?,LibriSpeech/test-clean/1089/134691/1089-134691-0005.wav,
the pride of that dim image brought back to his mind the dignity of the office he had refused,5.895,What did the dim image remind him of?,The dim image reminded him of the dignity of the office he had refused.,LibriSpeech/test-clean/1089/134691/1089-134691-0006.wav,
soon the whole bridge was trembling and resounding,3.44,What happened to the bridge?,The bridge began trembling and resounding.,LibriSpeech/test-clean/1089/134691/1089-134691-0007.wav,
the uncouth faces passed him two by two stained yellow or red or livid by the sea and as he strove to look at them with ease and indifference a faint stain of personal shame and commiseration rose to his own face,14.985,How did the protagonist feel when he saw the uncouth faces passing by?,A faint stain of personal shame and commiseration rose to his own face as he tried to look at them with ease and indifference.,LibriSpeech/test-clean/1089/134691/1089-134691-0008.wav,
angry with himself he tried to hide his face from their eyes by gazing down sideways into the shallow swirling water under the bridge but he still saw a reflection therein of their top heavy silk hats and humble tape like collars and loosely hanging clerical clothes brother hickey,20.055,Who was angry and why?,The text does not provide a clear answer as to who was angry or the reason behind their anger.,LibriSpeech/test-clean/1089/134691/1089-134691-0009.wav,
brother mac ardle brother keogh,3.195,Who is mentioned in the English text?,Brother Mac Ardle and Brother Keogh.,LibriSpeech/test-clean/1089/134691/1089-134691-0010.wav,
their piety would be like their names like their faces like their clothes and it was idle for him to tell himself that their humble and contrite hearts it might be paid a far richer tribute of devotion than his had ever been a gift tenfold more acceptable than his elaborate adoration,20.01,How does the narrator describe the piety of the individuals being discussed?,"The narrator describes their piety as being similar to their names, faces, and clothes.",LibriSpeech/test-clean/1089/134691/1089-134691-0011.wav,
it was idle for him to move himself to be generous towards them to tell himself that if he ever came to their gates stripped of his pride beaten and in beggar's weeds that they would be generous towards him loving him as themselves,15.03,Why did he consider it idle to expect generosity and love from them if he ever found himself in a vulnerable state?,"He believed it was idle because he knew that if he ever became destitute, stripped of his pride and dressed in rags like a beggar, they would not show him the same generosity and love as themselves.",LibriSpeech/test-clean/1089/134691/1089-134691-0012.wav,
idle and embittering finally to argue against his own dispassionate certitude that the commandment of love bade us not to love our neighbour as ourselves with the same amount and intensity of love but to love him as ourselves with the same kind of love,16.33,"According to the text, what does the commandment of love suggest regarding how we should love our neighbor?","The commandment of love suggests that we should love our neighbor as ourselves with the same kind of love, rather than with the same amount and intensity of love.",LibriSpeech/test-clean/1089/134691/1089-134691-0013.wav,
the phrase and the day and the scene harmonized in a chord,4.755,"What happened with the phrase, the day, and the scene?",They harmonized in a chord.,LibriSpeech/test-clean/1089/134691/1089-134691-0014.wav,
words was it their colours,3.395,What was the subject of the text?,The subject of the text was words and their colours.,LibriSpeech/test-clean/1089/134691/1089-134691-0015.wav,
they were voyaging across the deserts of the sky a host of nomads on the march voyaging high over ireland westward bound,9.06,Where were they voyaging across?,They were voyaging across the deserts of the sky.,LibriSpeech/test-clean/1089/134691/1089-134691-0016.wav,
the europe they had come from lay out there beyond the irish sea europe of strange tongues and valleyed and woodbegirt and citadelled and of entrenched and marshalled races,11.695,What is being described about Europe beyond the Irish Sea?,"Europe beyond the Irish Sea is described as a land of diverse languages, with valleys, surrounded by woods and fortified cities, inhabited by different ethnicities arranged in structured groups.",LibriSpeech/test-clean/1089/134691/1089-134691-0017.wav,
again again,3.09,How many times did the person do something?,The person did something twice.,LibriSpeech/test-clean/1089/134691/1089-134691-0018.wav,
a voice from beyond the world was calling,3.155,What was calling from beyond the world?,A voice from beyond the world was calling.,LibriSpeech/test-clean/1089/134691/1089-134691-0019.wav,
hello stephanos here comes the dedalus,3.99,Who is coming?,The Dedalus.,LibriSpeech/test-clean/1089/134691/1089-134691-0020.wav,
their diving stone poised on its rude supports and rocking under their plunges and the rough hewn stones of the sloping breakwater over which they scrambled in their horseplay gleamed with cold wet lustre,13.37,What is poised on its supports and rocking under their plunges?,Their diving stone is poised on its rude supports and rocking under their plunges.,LibriSpeech/test-clean/1089/134691/1089-134691-0021.wav,
he stood still in deference to their calls and parried their banter with easy words,5.635,How did he respond to their calls and banter?,He stood still in deference to their calls and parried their banter with easy words.,LibriSpeech/test-clean/1089/134691/1089-134691-0022.wav,
it was a pain to see them and a sword like pain to see the signs of adolescence that made repellent their pitiable nakedness,7.735,How did the narrator feel about seeing them and the signs of adolescence?,The narrator found it painful to see them and described the pain as similar to being stabbed with a sword when they noticed the signs of adolescence that made their pitiable nakedness repulsive.,LibriSpeech/test-clean/1089/134691/1089-134691-0023.wav,
stephanos dedalos,2.215,Who is Stephanos Dedalos?,Stephanos Dedalos is a person referenced in the English text.,LibriSpeech/test-clean/1089/134691/1089-134691-0024.wav,
a moment before the ghost of the ancient kingdom of the danes had looked forth through the vesture of the hazewrapped city,8.005,Who was looking forth through the hazewrapped city?,The ghost of the ancient kingdom of the Danes.,LibriSpeech/test-clean/1089/134691/1089-134691-0025.wav,
